English,Japanese
Include Media,メディアファイルを含める
Interrupt Current Audio,質問の音声・動画の再生を解答表示で停止
Invalid deck name.,無効なデッキ名です。
Invalid number of days.,無効な日数です。
Invalid profile name.,無効なプロファイル名です。
Italic,斜体
Keep Editing,編集を続ける
Large,大
Larger Font,大きめのフォント
Learn Ahead Minutes,習得学習の前倒し許容時間 (分)
Learning Cards,習得中
Learn new cards with certain tags,タグ付新規カードを学習
Leave without saving?,保存せずに終了しますか？
Left,左側
Left Shoulder,左ショルダー
Left Thumbstick Button,左スティック
Left Trigger,左トリガー
Light & Translucent,ライト & 半透明
Link to .apkg file to import:,.apkgファイルをインポートするためのリンク先：
Loading...,読み込み中...
Logged in as:,ログイン中のユーザー:
Login,ログイン
Long,長い
Long press on an item to customize.,カスタマイズしたいアイテムを長押し
Loop Video,動画をループ再生
Mark,マークする
Mark,マーク
Mark + Bury,マーク＋今日は非表示
Marked,マークしました
Mark + Suspend,マーク＋休止
Max cards to gather,カード枚数の上限
Max Image Size (Long Edge),最大画像サイズ（長辺）
Maximum Backups,バックアップの上限
Max new per day,新規カードの一日の上限
Max reviews per day,復習カードの一日の上限
M&B,マ+非表
Media files exported: { $count }...,メディアファイルのエクスポート：{ $count }...
"Media is syncing. Until it completes, sounds and images may not work.",メディア同期中です。同期が完了するまで音声と画像が機能しないことがあります。
Medium,透明（中）
Menu,メニュー
Mid Center,中央
Mid Left,左中央
Mid Right,右中央
Minutes Between Backups,バックアップの間隔 (分)
Missing file: { $filename }. Please ensure media sync is complete.,"ファイル ""{ $filename }"" が見つかりません。メディア同期が完了していることを確認してください。"
Mix,ミックス
M&S,マ&休
Never Show Scratchpad,手書きパッドを表示しない
Never Show Scratchpad is enabled in the Preferences screen.,設定で「手書きパッドを表示しない」がオンになっています。
Never Type Answer,文字入力で解答しない
New cards,新規
New first,新規カードが先
New/Review Order,新規/復習カードの順序
Next Cloze,次の穴埋め問題
Next Field,次のフィールド
Next Times,次回の学習までの間隔
Night,ナイト
"Night mode darkens the interface, and displays cards as white on black.",ナイトモード（夜間モード）を使用すると、インターフェースが暗くなり、カードは黒い背景に白文字で表示されます。
No .apkg or .colpkg files were found in iTunes,iTunesに.apkgや.colpkgファイルがみつかりません。
No cards are selected.,カードが選択されていません。
No current card.,カードがありません。
No Matches,該当なし
none,なし
None,不透明
Normal,標準
no tags available,タグがありません
Note:,ノート：
Note and its { $count } cards deleted,ノートと関連のカード{ $count }枚を削除しました
Note and its { $count } card(s) suspended,ノートと関連のカード{ $count }枚を休止しました
Note buried,ノートを今日は非表示にしました
Note Created,ノート作成日
Note deleted,ノートを削除しました
Note marked and buried,ノートをマーク＋今日は非表示にしました
Notes Mode,ノートモード
Note suspended,ノートを休止しました
Note unsuspended,ノートの休止を解除しました
Note Updated,ノートを更新しました
Nothing to redo,やり直すものがありません
Nothing to undo,元に戻すものがありません
Notifications,通知
Off,オフ
Off,オフ
One-Way Sync,一方向同期
Options group,設定グループ
Overwrite entire collection with imported file? This action can not be undone.,コレクション全体をインポートファイルで上書きしますか？このアクションを元に戻すことはできません。
Packaged Anki Collection,パッケージ化されたAnkiのコレクション
